1, , ,3500, ,1, ,27/06/2023,08:37:25,Magnolia grandiflora, NO,-,-, , ,,800,1003680,5959,36334,30375,6341,6746,8407,18948,28382,0.164,0.836,7.5661,5.097,0.4276,0.7382,0.1333,0.2686,33.043,20.7584,0.0413,0.7515,0.1232,0.6282,0.3596,0.164,0.836,0.5724,0.4785,0.4574,0.2189,5959,977.3127,4981.68726,2851.41119,1304.17702,36334,5959,30375,17386,7952,1.3307,5.097,1.3385,9.079,0.8429,7.6531,0.9581,0.8838,0.0001,0,1206,7249,43820,362344,36571,318524,640130
2, , ,3500, ,1, ,27/06/2023,08:37:37,Magnolia grandiflora, NO,-,-, , ,,900,1529999,5832,32473,26641,6101,6358,7403,12561,22766,0.1796,0.82,11.8752,4.568,0.2526,0.6356,0.0965,0.1966,57.4302,44.6936,0.0638,0.9486,0.1704,0.7782,0.5817,0.284,0.8204,0.7474,0.6132,0.4875,0.2989,5832,1047.40012,4784.59988,3576.10273,1743.33212,32473,5832,26641,19912,9707,1.0542,4.568,2.9591,14.25,0.9512,13.5548,1.1538,1.1321,0.0001,0,1060,6426,43871,424599,37445,380727,1104340
3, , ,3500, ,1, ,27/06/2023,08:37:46,Magnolia grandiflora, NO,-,-, , ,,700,1151124,6066,30815,24749,6490,6874,8501,15229,23561,0.1969,0.803,5.2436,4.08,0.3702,0.7069,0.1552,0.328,46.5119,41.2007,0.0664,1.1029,0.2171,0.8858,0.5578,0.26,0.8031,0.6298,0.5058,0.4654,0.2354,6066,1194.10534,4871.89466,3068.13811,1427.96573,30815,6066,24749,15586,7254,0.9067,4.08,1.701,6.292,0.8706,5.4782,0.7988,0.7386,0.0001,0,981,5831,36566,318824,30734,282258,831320
4, , ,3500, ,1, ,27/06/2023,08:37:58,Magnolia grandiflora, NO,-,-, , ,,700,1150469,6697,34538,27841,7109,7514,9247,16619,26234,0.1939,0.806,5.8872,4.157,0.3564,0.7017,0.1455,0.3053,41.3228,35.4005,0.059,1.0628,0.2061,0.8567,0.5514,0.256,0.8061,0.6436,0.5188,0.4634,0.2404,6697,1298.56416,5398.43584,3474.53654,1610.16527,34538,6697,27841,17919,8304,0.941,4.157,1.806,7.065,0.8637,6.1013,0.8491,0.7854,0.0001,0,1104,6594,41669,365974,35075,324305,783390
5, , ,3500, ,1, ,27/06/2023,08:38:09,Magnolia grandiflora, NO,-,-, , ,,800,1111916,5866,33004,27138,6263,6644,8335,17301,25933,0.1777,0.822,6.0485,4.626,0.4214,0.7394,0.1404,0.3033,40.9727,29.4889,0.0512,0.8753,0.1556,0.7197,0.4165,0.188,0.8223,0.5786,0.4758,0.4503,0.2142,5866,1042.59956,4823.40044,2790.98891,1256.77148,33004,5866,27138,15703,7071,1.1425,4.626,1.3732,7.258,0.8192,5.9456,0.8608,0.7742,0.0001,0,1076,6431,38797,328005,32365,289209,782835
6, , ,3500, ,1, ,27/06/2023,08:38:29,Magnolia grandiflora, NO,-,-, , ,,600,656122,6261,43530,37269,6854,7415,10179,25081,38597,0.1438,0.856,5.9995,5.953,0.505,0.8676,0.1505,0.3504,17.605,12.2169,0.0293,0.8105,0.1166,0.6939,0.3435,0.092,0.8562,0.495,0.4238,0.2674,0.1133,6261,900.5312,5360.46885,2653.55362,709.5225,43530,6261,37269,18449,4933,1.2338,5.953,0.9803,7.199,0.365,2.6276,0.8573,0.4196,0.0001,0,1476,8778,49122,348092,40343,298970,306555
7, , ,3500, ,1, ,27/06/2023,08:38:37,Magnolia grandiflora, NO,-,-, , ,,800,1201032,6701,40107,33406,7136,7579,9396,18067,31919,0.1671,0.833,8.4895,4.985,0.3402,0.7549,0.1326,0.2689,35.9526,28.4158,0.0449,0.9489,0.1585,0.7904,0.5215,0.194,0.8329,0.6598,0.5495,0.3715,0.2042,6701,1119.59012,5581.40988,3682.40058,1368.03521,40107,6701,33406,22040,8188,1.0538,4.985,1.9391,10.187,0.5911,6.0218,1.0081,0.7797,0.0001,0,1326,7960,51150,429750,43190,378600,769955
8, , ,3500, ,1, ,27/06/2023,08:38:53,Magnolia grandiflora, NO,-,-, , ,,700,793422,5893,37258,31365,6393,6862,9065,20360,32183,0.1582,0.842,5.9673,5.322,0.4612,0.8382,0.1495,0.3371,25.2964,18.4881,0.0361,0.8682,0.1373,0.7309,0.3938,0.118,0.8418,0.5388,0.4535,0.3003,0.1362,5893,932.0803,4960.91967,2672.71228,802.6994,37258,5893,31365,16898,5075,1.1518,5.322,1.168,7.161,0.4292,3.0737,0.855,0.4877,0.0001,0,1242,7395,43081,317835,35686,274754,474345
9, , ,3500, ,1, ,27/06/2023,08:39:02,Magnolia grandiflora, NO,-,-, , ,,900,1157387,6920,41583,34663,7353,7791,9543,17406,33829,0.1664,0.834,9.6218,5.009,0.3025,0.7763,0.1264,0.2522,33.3897,27.8407,0.0371,1.0003,0.1665,0.8338,0.5816,0.187,0.8336,0.6975,0.5814,0.3207,0.1865,6920,1151.58598,5768.41402,4023.39514,1290.37539,41583,6920,34663,24177,7754,0.9997,5.009,2.3056,11.546,0.4721,5.4514,1.0624,0.7365,0.0001,0,1377,8281,54614,449630,46334,395016,706380
10, , ,3500, ,1, ,27/06/2023,08:39:13,Magnolia grandiflora, NO,-,-, , ,,600,817619,6866,45134,38268,7562,8222,11376,25829,39883,0.1521,0.848,5.057,5.574,0.4955,0.8628,0.1725,0.3928,21.3656,16.9381,0.0356,0.935,0.1422,0.7928,0.3999,0.109,0.8479,0.5045,0.4277,0.272,0.1163,6866,1044.48877,5821.51123,2936.76895,798.8072,45134,6866,38268,19305,5251,1.0695,5.574,1.018,6.068,0.3736,2.2674,0.7831,0.3555,0.0001,0,1513,8943,50254,354211,41311,303957,461895
11, , ,3500, ,1, ,27/06/2023,08:39:26,Magnolia grandiflora, NO,-,-, , ,,800,1020847,6798,38322,31524,7244,7699,9512,17031,31164,0.1774,0.823,7.4813,4.637,0.3246,0.7729,0.1443,0.287,32.3832,28.6289,0.0405,1.0747,0.1906,0.8841,0.5971,0.201,0.8226,0.6754,0.5556,0.3362,0.1868,6798,1205.90794,5592.09206,3776.84406,1269.76891,38322,6798,31524,21291,7158,0.9305,4.637,2.0806,8.978,0.5065,4.5469,0.9532,0.6577,0.0001,0,1251,7482,48574,398152,41092,349577,621445
12, , ,3500, ,1, ,27/06/2023,08:39:36,Magnolia grandiflora, NO,-,-, , ,,700,863418,6898,39636,32738,7493,8041,10469,20224,33757,0.174,0.826,5.3274,4.746,0.407,0.8204,0.1674,0.3636,26.3736,23.558,0.0377,1.0815,0.1882,0.8932,0.5296,0.16,0.826,0.593,0.4898,0.3029,0.1483,6898,1200.48451,5697.51549,3378.34232,1023.14416,39636,6898,32738,19412,5879,0.9247,4.746,1.4567,6.393,0.4344,2.7772,0.8057,0.4436,0.0001,0,1295,7670,46518,357762,38849,311244,504360
13, , ,3500, ,1, ,27/06/2023,08:39:47,Magnolia grandiflora, NO,-,-, , ,,800,793211,7442,40133,32691,8073,8746,11305,20576,34589,0.1854,0.815,4.5288,4.393,0.4018,0.8304,0.2059,0.3939,24.2639,23.7885,0.0303,1.2036,0.2232,0.9804,0.5865,0.166,0.8146,0.5982,0.4873,0.2835,0.1381,7442,1379.99561,6062.00439,3626.52167,1028.04296,40133,7442,32691,19557,5544,0.8308,4.393,1.489,5.435,0.3956,2.1501,0.7352,0.3325,0.0001,0,1292,7605,46341,346739,38736,300398,445180
14, , ,3500, ,1, ,27/06/2023,08:40:05,Magnolia grandiflora, NO,-,-, , ,,900,855344,5969,37953,31984,6479,6978,9005,17015,32443,0.1573,0.843,7.7856,5.358,0.3454,0.8277,0.156,0.3164,26.7429,24.501,0.0297,1.0871,0.171,0.9162,0.5998,0.158,0.8427,0.6546,0.5517,0.2632,0.1452,5969,938.7653,5030.23466,3292.99191,866.5768,37953,5969,31984,20938,5510,0.9198,5.358,1.8955,9.343,0.3571,3.3367,0.9705,0.5233,0.0001,0,1267,7552,48175,365202,40623,317026,488875
15, , ,3500, ,1, ,27/06/2023,08:40:16,Magnolia grandiflora, NO,-,-, , ,,900,1057407,6324,37794,31470,6771,7239,9051,16874,30735,0.1673,0.833,7.9469,4.976,0.3352,0.7757,0.1487,0.2888,33.6005,28.9505,0.0373,1.0348,0.1731,0.8616,0.5728,0.193,0.8327,0.6648,0.5535,0.3374,0.1868,6324,1058.1832,5265.8168,3500.50484,1181.16939,37794,6324,31470,20920,7059,0.9664,4.976,1.9829,9.536,0.5093,4.8565,0.9794,0.6863,0.0001,0,1249,7470,48155,391913,40685,343758,664245
16, , ,3500, ,1, ,27/06/2023,08:41:05,Acacia melanoxylon, NO,-,-, , ,,800,1115361,4961,37827,32866,5274,5594,6855,13241,30224,0.1311,0.869,18.6797,6.625,0.2519,0.7687,0.0974,0.1921,33.9366,25.876,0.0424,0.8776,0.1151,0.7625,0.5704,0.176,0.8689,0.7481,0.65,0.3092,0.201,4961,650.6337,4310.3663,3224.44672,997.1312,37827,4961,32866,24586,7603,1.1395,6.625,2.9693,22.416,0.4477,10.0351,1.3506,1.0015,0.0002,0,1307,7939,54084,448689,46145,394605,665365
17, , ,3500, ,1, ,27/06/2023,08:41:17,Acacia melanoxylon, NO,-,-, , ,,300,679646,5331,33511,28180,5728,6127,7919,16220,27915,0.1591,0.841,7.4247,5.286,0.3864,0.8014,0.1416,0.3061,24.118,19.1072,0.0804,0.9421,0.1499,0.7922,0.4861,0.157,0.8409,0.6136,0.516,0.3236,0.167,5331,848.0666,4482.93337,2750.68846,890.2234,33511,5331,28180,17291,5596,1.0614,5.286,1.5879,8.91,0.4785,4.2632,0.9499,0.6297,0.0002,0,1117,6681,41157,311478,34476,270321,367050
18, , ,3500, ,1, ,27/06/2023,08:41:29,Acacia melanoxylon, NO,-,-, , ,,600,807670,4650,34738,30088,4984,5290,6756,14673,29261,0.1339,0.866,13.349,6.471,0.3331,0.818,0.1017,0.2333,26.8436,18.801,0.0447,0.8086,0.1082,0.7004,0.4671,0.127,0.8661,0.6669,0.5776,0.273,0.1577,4650,622.4452,4027.55484,2685.88433,733.1467,34738,4650,30088,20065,5477,1.2367,6.471,2.0019,16.019,0.3754,6.0142,1.2046,0.7792,0.0002,0,1196,7229,46413,351805,39184,305392,454670
19, , ,3500, ,1, ,27/06/2023,08:41:48,Acacia melanoxylon, NO,-,-, , ,,700,782229,4335,28369,24034,4605,4861,5891,11039,22661,0.1528,0.847,13.0782,5.544,0.2789,0.7625,0.1065,0.2158,32.5468,25.1804,0.0465,0.9132,0.1395,0.7737,0.5579,0.184,0.8472,0.7211,0.6109,0.3294,0.2012,4335,662.4211,3672.57887,2648.15644,872.226,28369,4335,24034,17330,5708,1.095,5.544,2.585,15.694,0.4911,7.7078,1.1957,0.8869,0.0002,0,955,5778,38715,322193,32937,283479,459080
20, , ,3500, ,1, ,27/06/2023,08:42:01,Acacia melanoxylon, NO,-,-, , ,,600,758146,4630,34642,30012,4918,5214,6496,14216,28685,0.1337,0.866,15.368,6.482,0.3194,0.8015,0.0986,0.2073,25.2614,16.3912,0.0421,0.749,0.1001,0.6489,0.4416,0.129,0.8663,0.6806,0.5896,0.2916,0.172,4630,618.8124,4011.18758,2729.99192,796.1697,34642,4630,30012,20426,5957,1.3352,6.482,2.1308,18.442,0.4117,7.5926,1.2658,0.8804,0.0002,0,1194,7237,47115,366617,39878,319503,390335
21, , ,3500, ,1, ,27/06/2023,08:42:20,Acacia melanoxylon, NO,-,-, , ,,500,855903,4769,35562,30793,5079,5385,6763,14753,29020,0.1341,0.866,14.5867,6.457,0.3242,0.7875,0.0994,0.2158,27.7954,18.5043,0.0556,0.7688,0.1031,0.6657,0.4499,0.141,0.8659,0.6758,0.5851,0.3144,0.184,4769,639.5411,4129.45889,2790.56636,877.3072,35562,4769,30793,20809,6542,1.3007,6.457,2.0842,17.504,0.4585,8.0263,1.2431,0.9045,0.0002,0,1224,7420,48098,380069,40678,331971,474610
22, , ,3500, ,1, ,27/06/2023,08:42:29,Acacia melanoxylon, NO,-,-, , ,,600,816841,4236,32594,28358,4489,4745,5863,13063,26558,0.13,0.87,17.4797,6.695,0.3113,0.7872,0.0903,0.1912,28.8046,17.6976,0.048,0.7062,0.0918,0.6144,0.4232,0.131,0.87,0.6887,0.5992,0.309,0.1852,4236,550.5214,3685.47855,2538.29895,784.4541,32594,4236,28358,19531,6036,1.4161,6.695,2.2126,20.976,0.4473,9.3819,1.3217,0.9723,0.0002,0,1128,6859,45029,353558,38171,308529,462155
23, , ,3500, ,1, ,27/06/2023,08:42:40,Acacia melanoxylon, NO,-,-, , ,,600,688132,4409,33965,29556,4721,5043,6481,14225,29484,0.1298,0.87,13.8937,6.704,0.3321,0.8484,0.1089,0.2337,23.2823,16.3817,0.0388,0.8086,0.105,0.7036,0.4699,0.107,0.8702,0.6679,0.5812,0.227,0.1319,4409,572.3327,3836.66728,2562.45135,581.6791,33965,4409,29556,19740,4481,1.2367,6.704,2.011,16.672,0.2937,4.8961,1.222,0.6898,0.0002,0,1174,7098,45672,321248,38574,275576,365710
24, , ,3500, ,1, ,27/06/2023,08:42:53,Acacia melanoxylon, NO,-,-, , ,,800,644939,3550,23996,20446,3766,3947,4921,10415,20134,0.1479,0.852,12.153,5.759,0.3358,0.8111,0.0885,0.2235,31.5435,20.9984,0.0394,0.7813,0.1156,0.6657,0.4422,0.126,0.8521,0.6642,0.566,0.2844,0.1609,3550,525.1917,3024.8083,2009.19112,571.3494,23996,3550,20446,13581,3862,1.28,5.759,1.9783,14.584,0.3974,5.795,1.1639,0.7631,0.0002,0,813,4919,31705,236371,26787,204665,407755
25, , ,3500, ,1, ,27/06/2023,08:43:02,Acacia melanoxylon, NO,-,-, , ,,500,665500,3631,26027,22396,3864,4072,5057,10923,21431,0.1395,0.86,14.0541,6.168,0.3256,0.7948,0.0929,0.2122,29.7151,19.37,0.0594,0.7575,0.1057,0.6519,0.4396,0.134,0.8605,0.6744,0.5803,0.3043,0.1766,3631,506.5571,3124.44292,2107.1435,641.1832,26027,3631,22396,15104,4596,1.3201,6.168,2.0713,16.865,0.4374,7.3764,1.227,0.8678,0.0002,0,890,5397,35026,270644,29629,235619,393965
26, , ,3500, ,1, ,27/06/2023,08:43:18,Acacia melanoxylon, NO,-,-, , ,,600,727487,4060,30425,26365,4354,4621,5866,13149,25297,0.1334,0.867,13.4575,6.494,0.3447,0.8055,0.1013,0.2283,27.5929,18.2759,0.046,0.7643,0.102,0.6623,0.434,0.129,0.8666,0.6553,0.5678,0.2968,0.1685,4060,541.7781,3518.22186,2305.35941,684.2952,30425,4060,26365,17276,5128,1.3083,6.494,1.9008,16.149,0.4221,6.8169,1.2081,0.8336,0.0002,0,1048,6338,40529,307424,34191,266895,419015
27, , ,3500, ,1, ,27/06/2023,08:43:30,Acacia melanoxylon, NO,-,-, , ,,500,737555,3815,30210,26395,4038,4252,5253,11722,24618,0.1263,0.874,19.4298,6.919,0.2996,0.7881,0.0811,0.1816,27.943,16.9394,0.0559,0.6938,0.0876,0.6062,0.4246,0.128,0.8737,0.7004,0.612,0.3025,0.1851,3815,481.7685,3333.23155,2334.71433,706.1728,30210,3815,26395,18488,5592,1.4413,6.919,2.3382,23.316,0.4336,10.1103,1.3677,1.0048,0.0002,0,1051,6397,42317,331189,35920,288872,405315
28, , ,3500, ,1, ,27/06/2023,08:43:53,Acacia melanoxylon, NO,-,-, , ,,600,754380,4306,33275,28969,4642,4979,6484,14028,27930,0.1294,0.871,12.9396,6.728,0.3356,0.8155,0.1163,0.2506,26.0409,19.4463,0.0434,0.8578,0.111,0.7468,0.4961,0.138,0.8706,0.6644,0.5784,0.2777,0.1606,4306,557.2242,3748.77578,2490.68616,691.6775,33275,4306,28969,19247,5345,1.1658,6.728,1.9797,15.527,0.3845,5.97,1.1911,0.776,0.0002,0,1150,6936,44372,334515,37436,290143,418715
29, , ,3500, ,1, ,27/06/2023,08:44:02,Acacia melanoxylon, NO,-,-, , ,,600,805368,4033,28950,24917,4255,4470,5435,11736,22540,0.1393,0.861,16.3226,6.178,0.3091,0.7427,0.0863,0.1876,32.322,19.6095,0.0539,0.7049,0.0982,0.6067,0.4191,0.156,0.8607,0.6909,0.5946,0.3724,0.2214,4033,561.8338,3471.16618,2398.06777,892.9717,28950,4033,24917,17214,6410,1.4187,6.178,2.2347,19.587,0.5933,11.621,1.292,1.0652,0.0002,0,992,6033,39701,330886,33668,291186,473490
30, , ,3500, ,1, ,27/06/2023,08:44:11,Acacia melanoxylon, NO,-,-, , ,,600,642723,3621,26160,22539,3814,4038,4962,10875,21300,0.1384,0.862,15.282,6.225,0.3218,0.7844,0.0994,0.1983,28.516,17.5719,0.0475,0.7152,0.099,0.6162,0.4179,0.133,0.8616,0.6782,0.5843,0.318,0.1858,3621,501.2095,3119.79048,2115.71044,672.7087,26160,3621,22539,15285,4860,1.3982,6.225,2.1071,18.338,0.4662,8.5491,1.2634,0.9319,0.0002,0,897,5446,35467,281876,30021,246410,359950
31, , ,3500, ,1, ,27/06/2023,08:44:58,Craetegus monogyna, NO,-,-, , ,,300,818453,8333,49615,41282,9246,10142,14189,27956,44035,0.168,0.832,3.8114,4.954,0.4753,0.8648,0.217,0.4728,19.8259,19.7218,0.0661,1.1955,0.2008,0.9948,0.5219,0.134,0.832,0.5247,0.4365,0.2576,0.1125,8333,1399.55435,6933.44565,3637.69922,937.1791,49615,8333,41282,21659,5580,0.8364,4.954,1.1038,4.574,0.347,1.5872,0.6603,0.2006,0.0001,0,1628,9490,53438,370305,43947,316868,446520
32, , ,3500, ,1, ,27/06/2023,08:45:06,Craetegus monogyna, NO,-,-, , ,,300,900364,7322,49107,41785,8034,8727,11912,25004,42605,0.1491,0.851,6.3748,5.707,0.4232,0.8444,0.1658,0.3662,21.5475,18.6448,0.0718,1.0169,0.1516,0.8653,0.4991,0.135,0.8509,0.5768,0.4908,0.2698,0.1324,7322,1091.73201,6230.26799,3593.82911,969.4676,49107,7322,41785,24103,6502,0.9834,5.707,1.3631,7.65,0.3694,2.8259,0.8836,0.4512,0.0001,0,1653,9804,58117,419890,48312,361773,478820
33, , ,3500, ,1, ,27/06/2023,08:45:21,Craetegus monogyna, NO,-,-, , ,,290,629548,6826,42945,36119,7639,8391,11952,23968,38856,0.1589,0.841,4.1189,5.291,0.4746,0.8868,0.2082,0.4731,17.4298,17.3736,0.0601,1.1851,0.1884,0.9968,0.5237,0.113,0.8411,0.5254,0.4419,0.2155,0.0952,6826,1084.97557,5741.02443,3016.34654,649.9363,42945,6826,36119,18977,4089,0.8438,5.291,1.107,4.943,0.2747,1.3575,0.694,0.1327,0.0001,0,1423,8303,46743,306830,38441,260087,321295
34, , ,3500, ,1, ,27/06/2023,08:45:34,Craetegus monogyna, NO,-,-, , ,,290,771117,7657,47465,39808,8715,9698,14363,27973,41944,0.1613,0.839,3.1684,5.199,0.5103,0.8613,0.2469,0.5615,19.3709,21.3135,0.0668,1.3119,0.2116,1.1003,0.5388,0.153,0.8387,0.4897,0.4107,0.2832,0.1163,7657,1235.21856,6421.78144,3144.42735,890.6415,47465,7657,39808,19492,5521,0.7622,5.199,0.9594,3.802,0.3952,1.5025,0.58,0.1768,0.0001,0,1564,9003,48605,340243,39602,291638,429310
35, , ,3500, ,1, ,27/06/2023,08:45:46,Craetegus monogyna, NO,-,-, , ,,290,836117,6999,46479,39480,7620,8210,10959,23289,40645,0.1506,0.849,7.0147,5.641,0.4126,0.8522,0.1494,0.3343,21.1782,17.161,0.073,0.954,0.1437,0.8103,0.476,0.12,0.8494,0.5874,0.4989,0.2516,0.1255,6999,1053.93836,5945.06164,3492.04609,878.5078,46479,6999,39480,23190,5834,1.0483,5.641,1.4236,8.418,0.3361,2.8295,0.9252,0.4517,0.0001,0,1564,9315,55800,397718,46485,341918,436835
36, , ,3500, ,1, ,27/06/2023,08:46:03,Craetegus monogyna, NO,-,-, , ,,400,660633,7098,44035,36937,8060,8979,13150,25391,39922,0.1612,0.839,3.3618,5.204,0.4952,0.8886,0.2488,0.5462,17.8854,19.7238,0.0447,1.3147,0.2119,1.1028,0.5566,0.123,0.8388,0.5048,0.4234,0.2206,0.0934,7098,1144.12635,5953.87365,3005.22566,662.9743,44035,7098,36937,18644,4113,0.7606,5.204,1.0192,4.034,0.2831,1.1419,0.6058,0.0576,0.0001,0,1452,8373,45837,301965,37464,256128,357215
37, , ,3500, ,1, ,27/06/2023,08:46:12,Craetegus monogyna, NO,-,-, , ,,400,477227,6291,39872,33581,7247,8114,12244,24342,37222,0.1578,0.842,2.9321,5.338,0.5375,0.9211,0.2582,0.5909,14.2112,15.6223,0.0355,1.3052,0.2059,1.0993,0.5084,0.087,0.8422,0.4625,0.3895,0.1706,0.0665,6291,992.5933,5298.40668,2450.32178,418.1167,39872,6291,33581,15530,2650,0.7661,5.338,0.8603,3.518,0.2057,0.7239,0.5464,-0.1403,0.0001,0,1318,7553,39677,233564,32124,193887,242345
38, , ,3500, ,1, ,27/06/2023,08:46:28,Craetegus monogyna, NO,-,-, , ,,300,660907,7187,45263,38076,8148,9002,13074,25476,40899,0.1588,0.841,3.7449,5.298,0.4803,0.8854,0.2243,0.5154,17.3576,18.6239,0.0579,1.2755,0.2025,1.073,0.5576,0.123,0.8412,0.5197,0.4372,0.2205,0.0964,7187,1141.17423,6045.82577,3141.84144,692.9295,45263,7187,38076,19787,4364,0.784,5.298,1.0819,4.494,0.283,1.2716,0.6526,0.1043,0.0001,0,1499,8681,48191,319398,39510,271207,340010
39, , ,3500, ,1, ,27/06/2023,08:46:41,Craetegus monogyna, NO,-,-, , ,,600,705688,7796,45448,37652,8967,10047,14929,27980,41117,0.1715,0.828,2.4496,4.83,0.5361,0.885,0.2868,0.6315,18.7424,22.0784,0.0312,1.4219,0.2439,1.178,0.5465,0.136,0.8285,0.4639,0.3844,0.2479,0.0953,7796,1337.30012,6458.69988,2996.4031,742.9255,45448,7796,37652,17468,4331,0.7033,4.83,0.8654,2.94,0.3297,0.9691,0.4683,-0.0136,0.0001,0,1475,8390,43964,296448,35574,252484,407765
40, , ,3500, ,1, ,27/06/2023,08:46:55,Craetegus monogyna, NO,-,-, , ,,500,716691,7634,45614,37980,8703,9695,14209,27142,41136,0.1674,0.833,2.9095,4.975,0.5136,0.8821,0.2612,0.5771,18.8702,21.2001,0.0377,1.3493,0.2258,1.1235,0.5464,0.132,0.8326,0.4864,0.405,0.2424,0.0982,7634,1277.6331,6356.3669,3091.49051,749.4421,45614,7634,37980,18472,4478,0.7411,4.975,0.9469,3.491,0.32,1.1172,0.543,0.0481,0.0001,0,1492,8556,46015,308974,37459,262959,406225
41, , ,3500, ,1, ,27/06/2023,08:47:08,Craetegus monogyna, NO,-,-, , ,,260,580951,7773,46084,38311,9083,10254,15931,29358,42036,0.1687,0.831,2.1002,4.929,0.5634,0.8943,0.3057,0.7098,15.1641,19.1041,0.0583,1.5154,0.2556,1.2598,0.55,0.133,0.8313,0.4366,0.3629,0.242,0.0878,7773,1311.07389,6461.92611,2821.17867,682.7772,46084,7773,38311,16726,4048,0.6599,4.929,0.7749,2.52,0.3193,0.8047,0.4014,-0.0944,0.0001,0,1497,8423,42570,275009,34147,232439,304445
42, , ,3500, ,1, ,27/06/2023,08:47:19,Craetegus monogyna, NO,-,-, , ,,280,710276,8329,48458,40129,9598,10826,16103,28979,43155,0.1719,0.828,2.4993,4.818,0.5146,0.8679,0.306,0.6458,17.6998,22.2112,0.0632,1.5153,0.2605,1.2549,0.6091,0.166,0.8281,0.4854,0.402,0.2722,0.1094,8329,1431.59522,6897.40478,3348.06618,911.4839,48458,8329,40129,19479,5303,0.6599,4.818,0.9433,2.999,0.3741,1.1219,0.477,0.05,0.0001,0,1571,8904,47821,336405,38917,288584,372300
43, , ,3500, ,1, ,27/06/2023,08:47:28,Craetegus monogyna, NO,-,-, , ,,230,480937,6641,39714,33073,7868,8981,14041,25032,36264,0.1672,0.833,2.0571,4.98,0.5561,0.8957,0.3365,0.7458,14.5417,19.5038,0.0632,1.6106,0.2693,1.3412,0.5954,0.14,0.8328,0.4439,0.3697,0.235,0.0869,6641,1110.51219,5530.48781,2455.13325,576.9112,39714,6641,33073,14682,3450,0.6209,4.98,0.7983,2.469,0.3072,0.7582,0.3924,-0.1202,0.0001,0,1290,7197,36542,242436,29345,205894,237210
